step,true_id,zx,zy
0,1,-77.607186742653695,-2.3973244691312248
0,2,79.512925553648429,-0.14837118319655476
1,1,-81.223914297598128,6.0535587831701809
2,1,-84.178964525865837,-1.5515462321135169
2,2,82.035728623517954,-2.9397592646929676
3,1,-78.726203363845002,1.0598511805217101
4,1,-75.53219527461836,-4.1311168602488202
4,2,74.575371241998482,-2.1106710547310601
5,1,-78.826302817648511,-0.81742083779313091
5,2,83.41515484412291,0.54547848220500317
6,1,-77.665703486233127,0.60413170777032299
6,2,73.023667715577801,1.8222668681542467
7,1,-82.261237096461812,0.86531171828827069
7,2,71.900361482470515,-2.6094522647107321
8,1,-73.219061745412645,4.7338879830062357
8,2,74.893678269224267,-1.041002212233894
9,1,-78.820112667534204,2.9859097908140151
9,2,75.724003997151243,1.6745699333324966
10,1,-74.14039836166792,-2.9076182144543385
11,1,-81.82096348726995,1.9578890305291159
11,2,74.527078353115769,-0.66626938899098986
12,1,-75.234645359199817,-0.77195167844178081
12,2,75.973460547965686,0.63258843340338322
13,1,-74.29903294310968,-0.91829921286597282
13,2,74.122202160517588,-4.8947787637504074
14,1,-75.258776189425816,2.0492847435571577
14,2,77.218474615865645,-0.95336220858310661
15,1,-71.780777897903093,4.2304041211806354
15,2,73.429876590867835,-5.0471204405257328
16,2,69.852264085807207,-0.68915949086880846
17,1,-77.7058209093329,-2.0358871571992738
18,1,-72.555113136013915,3.5437230245500313
18,2,73.833606207226467,1.201129765380275
19,1,-74.61952324583433,-2.9379620008411882
19,2,70.084210157546096,-1.8813046194909251
20,1,-73.721361988716367,-0.4215405871191712
20,2,67.948575911748108,0.83558546096998065
21,1,-71.79643819488092,-1.0911652446894125
21,2,71.14260388263088,0.79275139081650259
22,1,-71.528639343189255,0.5150663523410729
23,1,-71.924020512960993,-3.3231178895014217
23,2,73.051202724787885,2.1847340205452106
24,1,-79.375852968382404,-0.09431920543295777
24,2,74.98092212031672,-2.9621975392780469
25,1,-73.328544420811468,1.2529658333239126
25,2,76.234581787029271,0.9760936381143871
26,1,-69.972484785835533,2.9387123415142642
26,2,75.06112940299893,-0.28270389163780307
27,1,-72.567063058744978,3.3940694879183235
27,2,70.869605478613678,-0.68069643281598657
28,1,-75.604250371572817,-4.1335088697163913
28,2,76.198977707808623,3.4754494457233327
29,1,-71.009925935899389,4.3439819261804118
29,2,77.221724914615791,0.38958290670949852
30,2,69.48351947409698,9.4994801406645557
31,1,-71.61229952707636,-2.3658765326339357
31,2,75.882451589853986,-1.5141441203990167
32,1,-73.048286554189758,1.3607127272440291
32,2,65.16080686582103,2.2658854612676276
33,1,-71.015813115138457,-2.1827620618278631
33,2,67.016946722867132,-5.8641340728121705
34,1,-73.37248210116347,3.770533034866939
34,2,77.609741244874868,-2.0385948172345132
35,1,-68.832765564286319,0.76947037957277464
35,2,67.912702434700307,-3.47946056675057
36,1,-74.398975534028693,-0.40698900681924394
36,2,72.998861258399955,-0.12752115086061511
37,1,-61.159980889783142,-1.670146028400884
37,2,67.109048651640407,-0.4993614286974179
38,1,-71.145870013850811,0.95409586031649529
38,2,70.248876868878114,3.8436774569179279
39,1,-71.066084875564712,0.31171737117046372
40,1,-64.21581418576362,3.9960767577151097
41,1,-62.580619817042773,1.6926464226098277
41,2,67.242732613405991,0.7171200083933702
42,1,-62.428237693992486,0.78132826864083693
42,2,69.794314575088663,1.7148648658089947
43,1,-63.825838792766092,-0.92695902950727405
43,2,63.700960877831861,2.0654970634080274
44,1,-62.149873247953103,5.6674833038220216
44,2,61.26211200080887,-1.6674089843534303
45,2,68.44000660323286,-0.94257195790555337
46,1,-69.3935124849814,-3.5855279727236731
46,2,61.635788294974375,-4.9127603955735797
47,2,71.739296656441226,0.33664235301453382
48,1,-64.296554503690302,-2.5197028157412342
48,2,64.090460859475328,-0.30005108525592517
49,1,-66.51864280958587,1.7999857863451838
49,2,68.895037530580694,0.76092225761151222
50,1,-60.55329193278245,3.2494767232423665
50,2,58.218714503302941,4.133542156280309
51,1,-61.413143592871499,-1.2787732220710615
51,2,60.321105302639538,0.2074500143089627
52,1,-69.11310844513153,-3.5550682651142242
52,2,64.274495316605581,-1.4195296283624279
53,1,-57.144224362694061,2.0491920201316627
53,2,61.510442595779651,1.6877476108857121
54,1,-68.329077561428605,0.92781721750053459
54,2,65.589216036922849,-2.5813897942499282
55,1,-65.381905032706513,0.083298162545282786
55,2,62.143877929951415,1.4556661699379474
56,1,-61.660955519157632,-2.6415791063005014
56,2,66.965720579637548,3.0314845524991858
57,1,-61.253135536105013,2.6971057929716373
57,2,63.042175469580684,0.097398607248593116
58,1,-63.578550855445776,0.073964126805333083
58,2,63.018652613598931,-1.2157990692597056
59,2,60.91882273310744,-1.4645126848935541
60,2,55.81697735197168,1.6101916641006824
61,1,-59.614951874836585,1.1582820079867504
61,2,61.150015996076107,3.7628610263055684
62,1,-65.658520730279164,-3.0457643085266355
62,2,55.371976615591272,0.23231704057897251
63,1,-57.672121391450403,0.8627815907489137
63,2,59.298618007419641,3.3440099330185706
64,1,-62.273753351797332,-1.4472882777751592
64,2,57.726439616151637,2.8093452326552173
65,1,-65.692955470503691,-9.1154855753690409
65,2,59.620145798658392,-4.0715745323092261
66,1,-65.136781159454785,0.71050033656800193
66,2,60.06658531356296,-4.0446369310220138
67,1,-54.981803151025268,1.2872154614197835
67,2,58.513040588046877,0.23173335822424423
68,1,-58.330183260663368,3.1571509491119154
69,2,60.688411421198992,1.403592423523826
70,1,-58.730926460386314,-2.4778876484638586
70,2,58.275365643273091,4.7568722049561476
71,1,-60.537101083459817,-6.6924825808654607
71,2,57.992504244173709,-3.6065455538917508
72,1,-52.443562432582866,5.0981149677784625
72,2,57.214828603330993,-6.8118242343226099
73,1,-54.993458343877826,-1.5870817681374865
74,2,56.67702154709891,1.7490786822582085
75,1,-60.616556937539414,-7.8439819942372173
76,1,-57.046422203593529,-5.8157025463729388
76,2,53.152266188094494,0.24109381471995187
77,1,-55.65925483184175,3.3445179730070764
78,1,-58.822671923737182,0.36941604563844321
78,2,57.420045132561867,2.5046683461855244
79,1,-63.82599839867558,-0.61496681883303228
79,2,56.651688510131635,-0.89536352098008809
80,1,-55.599076697772581,0.24144829492360956
80,2,55.777053945655439,-2.5961662898677673
81,1,-56.993030587882956,-0.14426028826317699
81,2,57.380587273204625,0.41370562084855722
82,1,-58.92173460677455,2.6018647510763007
82,2,51.897379041901722,0.53666922464115774
83,1,-58.18523856925043,-0.884480135379351
83,2,52.469991516868028,2.962555429716625
84,1,-50.202303898224898,3.8671633003287211
84,2,52.829158614491234,2.7766842615152054
85,1,-59.246272077530229,2.4805273016540412
85,2,56.466526132178082,2.1331903294093766
86,1,-52.19805682935899,-5.1783114860354038
86,2,53.674196673534375,2.6191684393534187
87,2,52.364025200724548,-2.0513347142719298
88,1,-53.86155605578692,2.9804076638364707
89,2,52.74719802212897,-3.3815811818479626
90,1,-54.466978628294868,-1.4650724703962403
90,2,51.457807912914724,5.7237667658703453
91,1,-54.606629937246964,3.0215153471702907
91,2,49.392745139944886,1.6804375526559947
92,1,-53.985606567260113,2.0512706900661115
92,2,55.410473985689372,2.1182742314021392
93,1,-50.141030680854961,-3.5340473581109393
94,1,-45.387946476788386,-1.2094552567235837
94,2,49.988363750206894,3.5848553020140468
95,1,-50.047991503120478,-0.73185093085059039
95,2,51.206372479076833,2.2482650628484695
96,1,-53.004916737629813,-0.37378735346182301
96,2,51.953294770260079,1.5255177472869823
97,2,50.804453476271632,0.52818258271703722
98,1,-50.396584014348235,-6.3257595562924323
98,2,48.558061559974817,-2.4033845580064024
99,1,-46.681277603204649,-4.4418317161593039
99,2,51.040441709494765,3.2593946452000715
100,1,-47.53029015865355,0.5943902336750877
100,2,54.753997836485325,3.3490747744068328
101,1,-48.131269681666005,1.8868972190407987
101,2,45.298069864718208,4.1591362198918187
102,1,-45.806663460509796,1.715506701506919
102,2,49.009229283465274,-0.63005401995928301
103,1,-49.482173002446089,-1.0655383784796175
104,1,-47.468559946987554,-3.8253179891321905
105,1,-50.511686711612867,-1.5206456793422269
105,2,43.386506037327216,1.0718942422110864
106,1,-44.130712835136443,-1.9288798494209152
106,2,46.690049256045064,-0.27302928825127865
107,1,-48.075509018860366,-0.84192069492311972
107,2,46.745170743090839,-4.3196866372990197
108,1,-47.337903398252941,3.6762441742486809
108,2,49.123096670618395,3.8523690648881113
109,1,-48.368340862963436,4.3681283946929925
109,2,43.138521102661663,2.5408895551168298
110,1,-45.302453201326756,1.8554683747914003
110,2,47.723752698383244,0.32651768599316328
111,1,-46.138517770815767,1.4429274705289117
111,2,49.228964641822905,1.031071436121648
112,1,-47.020853850529619,3.5745737582601054
112,2,46.059026651301572,0.38626606062425739
113,1,-45.757812943611505,2.7011972178154711
113,2,49.890089563339302,-1.2919575394851532
114,1,-46.181117919198726,4.3026275771183782
114,2,46.268959203244627,1.399655601252596
115,1,-40.525681529927084,4.6837602863633672
115,2,43.151810561888439,-6.2667416391451614
116,1,-46.382832067739422,-2.3388337591202291
116,2,40.184743431081372,1.7907579393104853
117,1,-40.200571751581499,-1.5132143497098394
117,2,41.062062283894456,0.91677534108097225
118,1,-40.554017314282554,-2.1776189287368082
118,2,40.159422868460339,6.6920155429793731
119,1,-35.976693614071507,0.3389665195505549
119,2,45.613832486609056,-1.6640701567397151
120,1,-43.177415778907289,-2.2937490794523323
120,2,42.806446881744797,-2.1734800209497025
121,1,-45.166392026793829,-0.21147586101748467
121,2,45.262599323154497,3.5773201700371127
122,1,-46.024402434455297,-0.11532746457501673
122,2,44.90176927595671,0.40543001310299609
123,1,-43.567921262029735,1.183661640971015
123,2,43.537401533024216,-3.867648627933626
124,1,-42.428071789437887,2.9945953713204481
124,2,43.54127332828898,0.2366487596954478
125,2,39.391111579766005,0.62927418639033594
126,1,-37.138533572454612,3.5608929485058614
126,2,35.532722282333722,-3.8651296677797888
127,1,-41.771698322614363,-6.5310763101804241
127,2,41.137120149589585,0.8797324473303878
128,1,-46.043469224875828,-3.2102423912970255
128,2,45.017117866146712,2.63358881653703
129,2,40.551342088202716,-0.23567387618061975
130,1,-42.104319614286013,-0.95773985415193841
130,2,48.18799641476609,1.4708486155939537
131,1,-34.93177811446219,0.33200035010317386
131,2,45.38217433201455,-0.43101271105728872
132,2,39.431209032169932,4.531175148392399
133,1,-39.537949096121693,-1.6108723316196887
133,2,41.399833299768162,1.4854978686920799
134,1,-42.784121791014229,3.3141825540737733
134,2,43.094588913838194,0.33414007366258702
135,1,-41.537549609937301,-0.039491629517128424
135,2,39.424345401588937,2.2323128955877873
136,1,-43.410328358656983,-2.7290759821634918
137,1,-41.642890199157783,-5.1426041406395582
137,2,37.014485394669471,2.2777157278069784
138,1,-41.249960582745146,-0.96798200728959949
138,2,36.661982510953273,3.4094746144012307
139,1,-42.587610716474835,2.5124629846051834
139,2,37.737575225489977,-5.8696128981089615
140,1,-34.865745926236059,1.7549580222766794
140,2,38.250802959331295,-2.2672943136756691
141,1,-36.182677693051843,6.7639388380712244
141,2,32.604550243187873,1.3796721445348388
142,1,-37.499495583920776,-4.1086168499046103
142,2,37.112241063747156,-2.3119575092741091
143,1,-38.390015842467804,2.8694082864053101
143,2,36.748608633044825,4.7058632274786412
144,2,36.886654645278348,-2.4318594670806268
145,1,-40.590361462446239,1.4627043751308673
145,2,36.997144626472618,2.0619490523104878
146,1,-35.985947769801705,-0.22636979885753855
146,2,33.61860186027176,0.74938559053584819
147,1,-36.183578015674861,-0.22688080478774689
147,2,38.009122703982527,0.056217564860558067
148,1,-38.305378946868011,3.0070663491422538
148,2,30.585817452879724,-3.2698635793474784
149,1,-33.218907704437996,0.38192906514452263
149,2,30.993400633999965,0.00048734985639044775
150,1,-37.916240779237889,-4.5431960039101584
150,2,34.22056336706121,0.27337068108786616
151,2,31.526688665845775,-0.25924446314883143
152,1,-37.756316199790355,4.5205607515847603
152,2,35.180529091522338,-3.939440757356258
153,1,-34.912766084550725,6.6735083964771977
153,2,30.553312144624016,-0.21270487363195664
154,1,-30.809279809407109,1.8195892685617121
154,2,31.225101506595433,2.7545051250171477
155,1,-38.686560189922211,-1.6034880871260899
155,2,33.623391857220987,-1.4017841703120566
156,1,-37.842175300574688,-0.45507921973625298
156,2,29.508055522398628,3.8908961363031001
157,1,-34.163167471007526,1.4735781636400906
157,2,29.745581709421767,2.1874288583707484
158,1,-29.881783864096505,-0.353067259893875
159,2,37.065876771693198,-1.6258006816339807
160,1,-27.848643318853959,7.4356806042597388
161,1,-27.489773639830091,1.0940900684094892
161,2,30.830194173483541,-2.3004977711646166
162,1,-26.881142852575728,3.3942648585172268
162,2,27.29324615633395,-0.083943578036934474
163,1,-30.985744685797943,0.47963066722177139
163,2,34.143170088167892,-2.1727807574538884
164,1,-29.721390674405942,-3.9316983479645531
164,2,28.772463197340485,1.4662641264178373
165,2,26.84685504518437,-0.39693155716096562
166,2,29.771457114167891,3.9702148420858858
167,1,-28.069207654599481,-3.560896286969359
167,2,31.483454058771379,-1.878877694135817
