step,track_id,confirmed,x,y,vx,vy,misses,maha2,hits_window
11,6,0,-285.40314866048658,-314.49711960278506,0,0,7,0,0
11,7,0,167.09513686456779,318.9688508454301,0,0,6,0,0
11,8,0,-349.84719569955951,-103.82480987722889,50.345547933661152,-54.351618622069793,0,4.0479185689894894,1
11,9,0,42.25651628744744,-209.78116899588929,0,0,4,0,0
11,10,0,-53.961762048277784,197.86651102048961,0,0,2,0,0
11,11,0,-11.190834530666205,-385.29840203472139,0,0,1,0,1
11,12,0,270.65691886160323,351.79698103649787,0,0,1,0,1
11,13,0,-209.49115311508137,-266.05036816820802,0,0,0,0,2
12,1,1,-50.192398528171523,71.349879700287431,-10.091006072632958,2.0312829506424435,0,0.27744585061921434,4
12,2,1,89.222018345960976,92.314002116860394,-6.9489910320355737,-0.046091163073609831,0,1.6974107942009229,4
12,3,1,-47.233017398836097,20.879265839940892,18.395838770015985,-5.9183395787299835,0,0.34254974821748641,5
12,4,0,-131.57540742032472,372.41868162053089,-39.670454418832172,106.19316001677285,3,0,1
12,5,0,294.10840259604919,-339.15073846763221,51.892325622405423,-21.37450070277756,5,0,0
12,6,0,-285.40314866048658,-314.49711960278506,0,0,8,0,0
12,7,0,167.09513686456779,318.9688508454301,0,0,7,0,0
12,8,0,-347.32991830287642,-106.54239080833237,50.345547933661152,-54.351618622069793,1,0,1
12,9,0,42.25651628744744,-209.78116899588929,0,0,5,0,0
12,10,0,-53.961762048277784,197.86651102048961,0,0,3,0,0
12,11,0,-11.190834530666205,-385.29840203472139,0,0,2,0,0
12,12,0,270.65691886160323,351.79698103649787,0,0,2,0,0
12,13,0,-209.49115311508137,-266.05036816820802,0,0,1,0,1
13,1,1,-49.914152612813986,71.444750909742723,-8.0866921698724532,2.0141459889246103,0,0.53364562964974471,5
13,2,1,88.069548737263133,92.079933073832152,-8.8369791928110946,-0.58964110282276194,0,0.50342233130265601,4
13,3,1,-46.313225460335296,20.583348861004392,18.395838770015985,-5.9183395787299835,1,0,4
13,4,0,-133.55893014126633,377.72833962136951,-39.670454418832172,106.19316001677285,4,0,1
13,5,0,296.70301887716948,-340.21946350277108,51.892325622405423,-21.37450070277756,6,0,0
13,7,0,168.0824588626499,321.65712598385483,2.3844877896392664,6.4924708000190927,0,0.032000357694118894,1
13,8,0,-344.81264090619334,-109.25997173943585,50.345547933661152,-54.351618622069793,2,0,1
13,9,0,42.25651628744744,-209.78116899588929,0,0,6,0,0
13,10,0,-53.961762048277784,197.86651102048961,0,0,4,0,0
13,11,0,-11.190834530666205,-385.29840203472139,0,0,3,0,0
13,12,0,270.65691886160323,351.79698103649787,0,0,3,0,0
13,13,0,-209.49115311508137,-266.05036816820802,0,0,2,0,0
13,14,0,-4.7858057932435472,372.14739473496269,0,0,0,0,2
13,15,0,-156.63481933352824,344.46322433406891,0,0,0,0,2
14,1,1,-52.519259284468063,71.029607103799762,-13.333448036963503,0.78432993525327444,0,5.3525471013418704,5
14,2,1,87.911727404601663,91.711866201709967,-8.2213641680565193,-1.3235059831664517,0,0.18544244339638297,4
14,3,1,-45.388045499153883,19.20599409134919,18.408582545960456,-8.4761611989683079,0,0.71335119063364183,4
14,4,0,-135.54245286220794,383.03799762220814,-39.670454418832172,106.19316001677285,5,0,0
14,5,0,299.29763515828978,-341.28818853790995,51.892325622405423,-21.37450070277756,7,0,0
14,7,0,168.20168325213186,321.9817495238558,2.3844877896392664,6.4924708000190927,1,0,1
14,8,0,-342.29536350951025,-111.97755267053934,50.345547933661152,-54.351618622069793,3,0,1
14,9,0,42.25651628744744,-209.78116899588929,0,0,7,0,0
14,10,0,-53.961762048277784,197.86651102048961,0,0,5,0,0
14,11,0,-11.190834530666205,-385.29840203472139,0,0,4,0,0
14,12,0,270.65691886160323,351.79698103649787,0,0,4,0,0
14,13,0,-209.49115311508137,-266.05036816820802,0,0,3,0,0
14,14,0,-4.7858057932435472,372.14739473496269,0,0,1,0,1
14,15,0,-156.63481933352824,344.46322433406891,0,0,1,0,1
15,1,1,-54.468917045196285,71.664905572880727,-16.19307934073241,2.1129301845512884,0,2.4651147960315507,5
15,2,1,87.500659196198839,91.64569090255165,-8.2213641680565193,-1.3235059831664517,1,0,3
15,3,1,-44.015471459528257,19.328117310277634,19.393655787331994,-7.2867586871035162,0,0.42607464045754651,4
15,4,0,-137.52597558314955,388.34765562304676,-39.670454418832172,106.19316001677285,6,0,0
15,5,0,301.89225143941007,-342.35691357304881,51.892325622405423,-21.37450070277756,8,0,0
15,7,0,168.32090764161381,322.30637306385677,2.3844877896392664,6.4924708000190927,2,0,1
15,8,0,-339.77808611282717,-114.69513360164282,50.345547933661152,-54.351618622069793,4,0,1
15,9,0,42.25651628744744,-209.78116899588929,0,0,8,0,0
15,10,0,-53.961762048277784,197.86651102048961,0,0,6,0,0
15,11,0,-11.190834530666205,-385.29840203472139,0,0,5,0,0
15,12,0,265.6032489538099,350.10217232270054,-18.545641944994408,-6.2195030828726896,0,0.28218092910243203,1
15,13,0,-209.49115311508137,-266.05036816820802,0,0,4,0,0
15,14,0,-4.7858057932435472,372.14739473496269,0,0,2,0,0
15,15,0,-156.63481933352824,344.46322433406891,0,0,2,0,0
16,1,1,-55.278571012232902,71.770552082108296,-16.19307934073241,2.1129301845512884,1,0,4
16,2,1,87.931252112393665,90.902383865699392,-6.642810309534485,-2.5934813759059914,0,0.99436836781123961,4
16,3,1,-43.0271097430808,18.689863512014817,19.431463633987523,-7.8411892994351469,0,0.082637671231676937,4
16,4,0,-139.50949830409115,393.65731362388539,-39.670454418832172,106.19316001677285,7,0,0
16,7,0,168.44013203109577,322.63099660385774,2.3844877896392664,6.4924708000190927,3,0,1
16,8,0,-337.26080871614408,-117.41271453274631,50.345547933661152,-54.351618622069793,5,0,0
16,9,0,25.226745544013117,-248.42841727422069,-36.821331765646924,-83.562085017169665,0,5.5009299768834978,1
16,10,0,-57.440805667811006,225.65339506917255,-9.5037716946402178,75.905976177313349,0,3.993350975170376,1
16,11,0,-11.190834530666205,-385.29840203472139,0,0,6,0,0
16,12,0,264.67596685656019,349.79119716855689,-18.545641944994408,-6.2195030828726896,1,0,1
16,13,0,-209.49115311508137,-266.05036816820802,0,0,5,0,0
16,14,0,-4.7858057932435472,372.14739473496269,0,0,3,0,0
16,15,0,-156.63481933352824,344.46322433406891,0,0,3,0,0
16,16,0,-85.770972852543096,-212.41005029511487,0,0,0,0,2
17,1,1,-55.77000721117134,72.033573067635729,-15.572470976714843,2.4198518151638182,0,0.12636950366751112,4
17,2,1,87.477798921263258,89.333820913897256,-6.8559093036544558,-5.1210472050078266,0,2.4101195760149761,4
17,3,1,-43.11064067468547,18.464418714581285,17.434234836883242,-7.5258008862621173,0,1.5445580740905773,4
17,4,0,-141.49302102503276,398.96697162472401,-39.670454418832172,106.19316001677285,8,0,0
17,7,0,168.55935642057773,322.95562014385871,2.3844877896392664,6.4924708000190927,4,0,1
17,8,0,-334.743531319461,-120.13029546384979,50.345547933661152,-54.351618622069793,6,0,0
17,9,0,23.385678955730771,-252.60652152507919,-36.821331765646924,-83.562085017169665,1,0,1
17,10,0,-57.915994252543015,229.44869387803823,-9.5037716946402178,75.905976177313349,1,0,1
17,11,0,-11.190834530666205,-385.29840203472139,0,0,7,0,0
17,12,0,263.74868475931049,349.48022201441324,-18.545641944994408,-6.2195030828726896,2,0,1
17,13,0,-209.49115311508137,-266.05036816820802,0,0,6,0,0
17,14,0,-4.7858057932435472,372.14739473496269,0,0,4,0,0
17,15,0,-156.63481933352824,344.46322433406891,0,0,4,0,0
17,16,0,-85.770972852543096,-212.41005029511487,0,0,1,0,1
17,17,0,-86.750160936836977,0.40821081464086362,0,0,0,0,2
18,1,1,-56.541445153872282,73.474800455166061,-15.559313667426849,4.8372870639141325,0,2.2362893285819889,4
18,2,1,87.13500345608054,89.077768553646862,-6.8559093036544558,-5.1210472050078266,1,0,3
18,3,1,-41.475559317324581,18.095860702816456,18.792714142431532,-7.5120410954698853,0,0.94398998836487036,5
18,7,0,168.67858081005969,323.28024368385968,2.3844877896392664,6.4924708000190927,5,0,0
18,8,0,-332.22625392277791,-122.84787639495327,50.345547933661152,-54.351618622069793,7,0,0
18,9,0,21.544612367448426,-256.78462577593768,-36.821331765646924,-83.562085017169665,2,0,1
18,10,0,-58.391182837275025,233.24399268690391,-9.5037716946402178,75.905976177313349,2,0,1
18,11,0,-11.190834530666205,-385.29840203472139,0,0,8,0,0
18,12,0,262.82140266206079,349.1692468602696,-18.545641944994408,-6.2195030828726896,3,0,1
18,13,0,-215.0243212444125,-275.88231388270736,-15.115063908361646,-26.85811895547171,0,0.64814665609459921,1
18,14,0,-4.7858057932435472,372.14739473496269,0,0,5,0,0
18,15,0,-156.63481933352824,344.46322433406891,0,0,5,0,0
18,16,0,-85.770972852543096,-212.41005029511487,0,0,2,0,0
18,17,0,-86.750160936836977,0.40821081464086362,0,0,1,0,1
18,18,0,217.0592470624822,286.12114710252172,0,0,0,0,2
19,1,1,-57.307710823662148,73.636432011911694,-15.539095019178978,4.6986377642299031,0,0.010327367923362024,4
19,2,1,86.472659408709589,90.652246642539325,-7.3537435934811715,-2.2692090903939821,0,3.8395043585474977,3
19,3,1,-40.179369056130611,18.364418382682025,19.391820416264732,-6.429681793183053,0,1.0270479250891833,5
19,7,0,168.79780519954164,323.60486722386065,2.3844877896392664,6.4924708000190927,6,0,0
19,8,0,-329.70897652609483,-125.56545732605676,50.345547933661152,-54.351618622069793,8,0,0
19,9,0,19.703545779166081,-260.96273002679618,-36.821331765646924,-83.562085017169665,3,0,1
19,10,0,-58.866371422007035,237.03929149576959,-9.5037716946402178,75.905976177313349,3,0,1
19,12,0,261.89412056481109,348.85827170612595,-18.545641944994408,-6.2195030828726896,4,0,1
19,13,0,-215.7800744398306,-277.22521983048097,-15.115063908361646,-26.85811895547171,1,0,1
19,14,0,-4.7858057932435472,372.14739473496269,0,0,6,0,0
19,15,0,-156.63481933352824,344.46322433406891,0,0,6,0,0
19,16,0,-85.770972852543096,-212.41005029511487,0,0,3,0,0
19,17,0,-86.750160936836977,0.40821081464086362,0,0,2,0,0
19,18,0,217.0592470624822,286.12114710252172,0,0,1,0,1
19,19,0,215.64846222533481,264.20532340467935,0,0,0,0,2
20,1,1,-57.700235932117259,74.410000388015433,-14.90953968055501,5.5807275903983911,0,0.81703305154958705,4
20,2,1,86.667353317721293,91.242574103561992,-6.5242973003899953,-1.2312042758417006,0,1.1998816538887023,4
20,3,1,-39.433139731650776,18.567133971482068,19.036170801850222,-5.5950202707259953,0,0.70736199152022228,5
20,7,0,168.9170295890236,323.92949076386162,2.3844877896392664,6.4924708000190927,7,0,0
20,9,0,27.856135036402421,-260.57796811428187,-18.673278621806809,-75.276114507363502,0,8.918585694542644,2
20,10,0,-59.341560006739044,240.83459030463527,-9.5037716946402178,75.905976177313349,4,0,1
20,12,0,257.77106653573242,335.12360060469854,-26.080145327264191,-37.867844915416043,0,6.0414380430428887,1
20,13,0,-216.53582763524869,-278.56812577825457,-15.115063908361646,-26.85811895547171,2,0,1
20,14,0,-4.7858057932435472,372.14739473496269,0,0,7,0,0
20,15,0,-156.63481933352824,344.46322433406891,0,0,7,0,0
20,16,0,-85.770972852543096,-212.41005029511487,0,0,4,0,0
20,17,0,-86.750160936836977,0.40821081464086362,0,0,3,0,0
20,18,0,217.0592470624822,286.12114710252172,0,0,2,0,0
20,19,0,215.64846222533481,264.20532340467935,0,0,1,0,1
20,20,0,-248.01818098836108,-148.17759650027983,0,0,0,0,2
20,21,0,-209.05189168859943,-158.56548084340113,0,0,0,0,2
21,1,1,-58.080406327233298,74.655708587994624,-14.34069917819107,5.5288303102280372,0,0.29164039493995952,5
21,2,1,86.554154342459583,89.331387078834211,-6.2255003515010205,-3.8256719858291284,0,6.4463831894661388,4
21,3,1,-38.375143183022637,17.448023866024805,19.196893571219604,-6.8654473143186996,0,1.7695582085104256,5
21,7,0,169.03625397850556,324.25411430386259,2.3844877896392664,6.4924708000190927,8,0,0
21,9,0,26.922471105312081,-264.34177383965005,-18.673278621806809,-75.276114507363502,1,0,1
21,10,0,-59.816748591471054,244.62988911350095,-9.5037716946402178,75.905976177313349,5,0,0
21,12,0,256.4670592693692,333.23020835892771,-26.080145327264191,-37.867844915416043,1,0,1
21,13,0,-217.29158083066679,-279.91103172602817,-15.115063908361646,-26.85811895547171,3,0,1
21,14,0,-4.7858057932435472,372.14739473496269,0,0,8,0,0
21,15,0,-156.63481933352824,344.46322433406891,0,0,8,0,0
21,16,0,-85.770972852543096,-212.41005029511487,0,0,5,0,0
21,17,0,-86.750160936836977,0.40821081464086362,0,0,4,0,0
21,18,0,217.0592470624822,286.12114710252172,0,0,3,0,0
21,19,0,215.64846222533481,264.20532340467935,0,0,2,0,0
21,20,0,-248.01818098836108,-148.17759650027983,0,0,1,0,1
21,21,0,-209.05189168859943,-158.56548084340113,0,0,1,0,1
22,1,1,-58.920035894090674,73.991577135942975,-14.522732565788314,4.1322298688712689,0,2.2277112559250685,5
22,2,1,86.399113031031888,88.787320539564121,-6.0162990153117573,-4.2980582861240073,0,0.3352120169065228,4
22,3,1,-37.617093742147958,17.565819894693785,18.905767148297073,-6.2002720905674726,0,0.70303403130179232,5
22,9,0,25.988807174221741,-268.10557956501822,-18.673278621806809,-75.276114507363502,2,0,1
22,10,0,-60.291937176203064,248.42518792236663,-9.5037716946402178,75.905976177313349,6,0,0
22,12,0,255.16305200300599,331.33681611315689,-26.080145327264191,-37.867844915416043,2,0,1
22,13,0,-218.04733402608488,-281.25393767380177,-15.115063908361646,-26.85811895547171,4,0,1
22,16,0,-85.770972852543096,-212.41005029511487,0,0,6,0,0
22,17,0,-86.750160936836977,0.40821081464086362,0,0,5,0,0
22,18,0,217.0592470624822,286.12114710252172,0,0,4,0,0
22,19,0,215.64846222533481,264.20532340467935,0,0,3,0,0
22,20,0,-248.01818098836108,-148.17759650027983,0,0,2,0,0
22,21,0,-209.05189168859943,-158.56548084340113,0,0,2,0,0
22,22,0,120.62891237199382,283.09268134941243,0,0,0,0,2
23,1,1,-59.646172522380091,74.198188629386536,-14.522732565788314,4.1322298688712689,1,0,4
23,2,1,86.314656091006498,89.027167790213781,-5.738886636349342,-3.7149815391047318,0,0.6727540010776154,5
23,3,1,-36.671805384733105,17.25580629016541,18.905767148297073,-6.2002720905674726,1,0,4
23,9,0,25.055143243131401,-271.86938529038639,-18.673278621806809,-75.276114507363502,3,0,1
23,10,0,-60.767125760935073,252.22048673123231,-9.5037716946402178,75.905976177313349,7,0,0
23,12,0,253.85904473664277,329.44342386738606,-26.080145327264191,-37.867844915416043,3,0,1
23,13,0,-218.80308722150298,-282.59684362157537,-15.115063908361646,-26.85811895547171,5,0,0
23,16,0,-85.770972852543096,-212.41005029511487,0,0,7,0,0
23,17,0,-86.750160936836977,0.40821081464086362,0,0,6,0,0
23,18,0,217.0592470624822,286.12114710252172,0,0,5,0,0
23,19,0,215.64846222533481,264.20532340467935,0,0,4,0,0
23,20,0,-248.01818098836108,-148.17759650027983,0,0,3,0,0
23,21,0,-209.05189168859943,-158.56548084340113,0,0,3,0,0
23,22,0,120.62891237199382,283.09268134941243,0,0,1,0,1
23,23,0,-117.98974267801094,67.736368098846441,0,0,0,0,2
24,1,1,-60.190929199369506,74.347446293469616,-14.277248901110603,4.0546059191800232,0,0.078632115717171935,4
24,2,1,85.573424042194461,90.071794865371601,-6.2980926523113485,-2.2004485230909694,0,5.2658655088311423,5
24,3,1,-36.456837099658735,16.369381233799366,17.945648611735386,-6.9580539735468152,0,2.0933884020813678,4
24,9,0,24.12147931204106,-275.63319101575456,-18.673278621806809,-75.276114507363502,4,0,1
24,10,0,-61.242314345667083,256.01578554009797,-9.5037716946402178,75.905976177313349,8,0,0
24,12,0,252.55503747027956,327.55003162161523,-26.080145327264191,-37.867844915416043,4,0,1
24,13,0,-219.55884041692107,-283.93974956934898,-15.115063908361646,-26.85811895547171,6,0,0
24,16,0,-85.770972852543096,-212.41005029511487,0,0,8,0,0
24,17,0,-86.750160936836977,0.40821081464086362,0,0,7,0,0
24,18,0,217.0592470624822,286.12114710252172,0,0,6,0,0
24,19,0,215.64846222533481,264.20532340467935,0,0,5,0,0
24,20,0,-248.01818098836108,-148.17759650027983,0,0,4,0,0
24,21,0,-209.05189168859943,-158.56548084340113,0,0,4,0,0
24,22,0,120.62891237199382,283.09268134941243,0,0,2,0,0
24,23,0,-117.98974267801094,67.736368098846441,0,0,1,0,1
25,1,1,-61.649907119259829,75.472682887685409,-15.241981069444993,5.249013405639408,0,3.6157393120933135,4
25,2,1,84.983726660940874,90.410342175972005,-6.6235512970746671,-1.6691721363242376,0,0.96204137132927658,5
25,3,1,-35.154788523785662,15.56739959745212,18.454710485823245,-7.5291350229032616,0,1.0446571474713437,4
25,9,0,23.18781538095072,-279.39699674112273,-18.673278621806809,-75.276114507363502,5,0,0
25,12,0,251.25103020391634,325.65663937584441,-26.080145327264191,-37.867844915416043,5,0,0
25,13,0,-220.31459361233917,-285.28265551712258,-15.115063908361646,-26.85811895547171,7,0,0
25,17,0,-86.750160936836977,0.40821081464086362,0,0,8,0,0
25,18,0,217.0592470624822,286.12114710252172,0,0,7,0,0
25,19,0,200.81177063230092,242.86726901141029,-46.546668458737905,-66.943181852236151,0,4.6742927153445901,1
25,20,0,-248.01818098836108,-148.17759650027983,0,0,5,0,0
25,21,0,-209.05189168859943,-158.56548084340113,0,0,5,0,0
25,22,0,120.62891237199382,283.09268134941243,0,0,3,0,0
25,23,0,-117.98974267801094,67.736368098846441,0,0,2,0,0
25,24,0,280.73292569476536,-103.88601869982814,0,0,0,0,2
26,1,1,-61.367473871146991,75.887535885418458,-13.944708814540567,5.4382917177463037,0,3.3178111344609311,4
26,2,1,84.652549096087142,90.326883569155797,-6.6235512970746671,-1.6691721363242376,1,0,4
26,3,1,-33.812546569631529,14.765052606213155,18.960763968360926,-8.042889339490678,0,1.1567046917582715,4
26,9,0,22.25415144986038,-283.16080246649091,-18.673278621806809,-75.276114507363502,6,0,0
26,12,0,249.94702293755313,323.76324713007358,-26.080145327264191,-37.867844915416043,6,0,0
26,13,0,-221.07034680775726,-286.62556146489618,-15.115063908361646,-26.85811895547171,8,0,0
26,18,0,217.0592470624822,286.12114710252172,0,0,8,0,0
26,19,0,198.48443720936402,239.52010991879848,-46.546668458737905,-66.943181852236151,1,0,1
26,20,0,-248.01818098836108,-148.17759650027983,0,0,6,0,0
26,21,0,-209.05189168859943,-158.56548084340113,0,0,6,0,0
26,22,0,120.62891237199382,283.09268134941243,0,0,4,0,0
26,23,0,-125.23428926337151,74.532390658563244,-38.637679891556431,36.245545681043467,0,2.6311750158674476,1
26,24,0,280.73292569476536,-103.88601869982814,0,0,1,0,1
26,25,0,68.470284257995132,260.6942136691801,0,0,0,0,2
27,1,1,-62.306639904046826,76.052322650741274,-14.233597372353938,5.3103707247597605,0,0.23739506741491506,4
27,2,1,84.141879212582666,90.411972658531411,-6.8208246560989378,-1.4839276064551823,0,0.19237472954329241,4
27,3,1,-33.091482857406852,15.224419873668163,18.69754743745936,-7.0438161226254712,0,2.9037806309792615,4
27,9,0,21.32048751877004,-286.92460819185908,-18.673278621806809,-75.276114507363502,7,0,0
27,12,0,242.95703304274087,316.86914751123362,-34.535838379791066,-45.30445690586005,0,2.7291913616417904,1
27,19,0,196.15710378642711,236.17295082618668,-46.546668458737905,-66.943181852236151,2,0,1
27,20,0,-248.01818098836108,-148.17759650027983,0,0,7,0,0
27,21,0,-209.05189168859943,-158.56548084340113,0,0,7,0,0
27,22,0,120.62891237199382,283.09268134941243,0,0,5,0,0
27,23,0,-127.16617325794932,76.344667942615416,-38.637679891556431,36.245545681043467,1,0,1
27,24,0,280.73292569476536,-103.88601869982814,0,0,2,0,0
27,25,0,68.470284257995132,260.6942136691801,0,0,1,0,1
28,1,1,-63.140944958074449,76.660185521741951,-14.374662638613348,5.704195978309917,0,0.50399893390886386,5
28,2,1,84.241198010105336,90.611678111268674,-6.3538890425648331,-1.1934958877252777,0,0.986306402296379,4
28,3,1,-32.942621673149759,14.776438817686172,17.819508204267972,-7.1508210404010821,0,2.5632568315344555,5
28,9,0,20.3868235876797,-290.68841391722725,-18.673278621806809,-75.276114507363502,8,0,0
28,12,0,241.23024112375131,314.60392466594061,-34.535838379791066,-45.30445690586005,1,0,1
28,19,0,193.82977036349021,232.82579173357487,-46.546668458737905,-66.943181852236151,3,0,1
28,20,0,-248.01818098836108,-148.17759650027983,0,0,8,0,0
28,21,0,-209.05189168859943,-158.56548084340113,0,0,8,0,0
28,22,0,120.62891237199382,283.09268134941243,0,0,6,0,0
28,23,0,-129.09805725252716,78.156945226667588,-38.637679891556431,36.245545681043467,2,0,1
28,24,0,280.73292569476536,-103.88601869982814,0,0,3,0,0
28,25,0,68.470284257995132,260.6942136691801,0,0,2,0,0
28,26,0,-266.12517774217145,15.205608256476655,0,0,0,0,2
29,1,1,-62.539699648282422,77.234628308469354,-12.909204275038356,6.0253064507336571,0,7.7392980475930608,5
29,2,1,83.620130197308399,90.113622763156783,-6.6648475527849707,-1.6428371337579726,0,1.1850859585300944,4
29,3,1,-32.026061768808148,14.024556740147963,17.847087166054713,-7.5759033585899589,0,0.70674232694680339,5
29,12,0,239.50344920476175,312.3387018206476,-34.535838379791066,-45.30445690586005,2,0,1
